ID,Lat,Lng,District,County,Fwy,Lanes,Type,Direction,ID2
501019041,36.668774,-121.634754,5,Monterey,US101-N,2,Mainline,N,2941
501019071,36.701012,-121.665734,5,Monterey,US101-N,2,Mainline,N,2942
501019092,36.739273,-121.658577,5,Monterey,US101-N,3,Mainline,N,2943
501019112,36.775206,-121.669215,5,Monterey,US101-N,2,Mainline,N,2944
501019111,36.775227,-121.669379,5,Monterey,US101-N,2,Mainline,N,2945
501019151,36.818155,-121.632959,5,Monterey,US101-N,2,Mainline,N,2946
501020011,36.854238,-121.633468,5,Monterey,US101-N,2,Mainline,N,2947
501010013,34.385615,-119.489724,5,Santa Barbara,US101-S,3,Mainline,S,2948
501010023,34.389386,-119.501526,5,Santa Barbara,US101-S,3,Mainline,S,2949
501010031,34.39515,-119.510309,5,Santa Barbara,US101-S,3,Mainline,S,2950
501010032,34.395009,-119.510426,5,Santa Barbara,US101-S,3,Mainline,S,2951
501010042,34.401301,-119.51666,5,Santa Barbara,US101-S,3,Mainline,S,2952
501010043,34.40118,-119.516739,5,Santa Barbara,US101-S,3,Mainline,S,2953
501010062,34.404094,-119.53097,5,Santa Barbara,US101-S,3,Mainline,S,2954
501010071,34.405913,-119.543612,5,Santa Barbara,US101-S,2,Mainline,S,2955
501010083,34.412573,-119.555484,5,Santa Barbara,US101-S,2,Mainline,S,2956
501010092,34.41608,-119.570998,5,Santa Barbara,US101-S,2,Mainline,S,2957
501010103,34.416921,-119.585632,5,Santa Barbara,US101-S,2,Mainline,S,2958
501010113,34.420459,-119.598167,5,Santa Barbara,US101-S,2,Mainline,S,2959
501010123,34.42143,-119.611749,5,Santa Barbara,US101-S,2,Mainline,S,2960
501010132,34.422455,-119.632021,5,Santa Barbara,US101-S,2,Mainline,S,2961
501010153,34.420929,-119.649181,5,Santa Barbara,US101-S,2,Mainline,S,2962
501011021,34.422089,-119.653695,5,Santa Barbara,US101-S,3,Mainline,S,2963
501011041,34.422964,-119.658994,5,Santa Barbara,US101-S,3,Mainline,S,2964
501011052,34.421853,-119.663977,5,Santa Barbara,US101-S,3,Mainline,S,2965
501011062,34.42076,-119.667872,5,Santa Barbara,US101-S,3,Mainline,S,2966
501011072,34.41983,-119.671564,5,Santa Barbara,US101-S,3,Mainline,S,2967
501011081,34.420282,-119.676372,5,Santa Barbara,US101-S,3,Mainline,S,2968
501011091,34.419668,-119.684426,5,Santa Barbara,US101-S,3,Mainline,S,2969
501011102,34.416598,-119.691404,5,Santa Barbara,US101-S,3,Mainline,S,2970
501011112,34.413562,-119.694827,5,Santa Barbara,US101-S,3,Mainline,S,2971
501011121,34.413053,-119.703138,5,Santa Barbara,US101-S,3,Mainline,S,2972
501011131,34.416632,-119.707807,5,Santa Barbara,US101-S,3,Mainline,S,2973
501011142,34.420521,-119.713497,5,Santa Barbara,US101-S,3,Mainline,S,2974
501012011,34.4269,-119.72775,5,Santa Barbara,US101-S,3,Mainline,S,2975
501012021,34.428735,-119.739028,5,Santa Barbara,US101-S,3,Mainline,S,2976
501012032,34.431654,-119.74518,5,Santa Barbara,US101-S,3,Mainline,S,2977
501012043,34.437633,-119.752647,5,Santa Barbara,US101-S,4,Mainline,S,2978
501012052,34.441057,-119.758139,5,Santa Barbara,US101-S,3,Mainline,S,2979
501012061,34.44095,-119.770203,5,Santa Barbara,US101-S,3,Mainline,S,2980
501012072,34.441988,-119.784113,5,Santa Barbara,US101-S,3,Mainline,S,2981
501012081,34.441792,-119.793823,5,Santa Barbara,US101-S,3,Mainline,S,2982
501012092,34.441634,-119.805549,5,Santa Barbara,US101-S,3,Mainline,S,2983
501012101,34.440979,-119.816071,5,Santa Barbara,US101-S,3,Mainline,S,2984
501012112,34.440068,-119.82562,5,Santa Barbara,US101-S,3,Mainline,S,2985
501012121,34.439056,-119.836969,5,Santa Barbara,US101-S,2,Mainline,S,2986
501012132,34.437905,-119.847485,5,Santa Barbara,US101-S,2,Mainline,S,2987
501012142,34.436733,-119.85816,5,Santa Barbara,US101-S,2,Mainline,S,2988
501012151,34.43282,-119.876892,5,Santa Barbara,US101-S,2,Mainline,S,2989
501013013,34.432347,-119.898539,5,Santa Barbara,US101-S,2,Mainline,S,2990
501014011,34.879113,-120.408312,5,Santa Barbara,US101-S,2,Mainline,S,2991
501014032,34.895348,-120.418336,5,Santa Barbara,US101-S,2,Mainline,S,2992
501014042,34.919456,-120.418072,5,Santa Barbara,US101-S,3,Mainline,S,2993
501014051,34.927314,-120.418011,5,Santa Barbara,US101-S,3,Mainline,S,2994
501014061,34.939211,-120.41792,5,Santa Barbara,US101-S,3,Mainline,S,2995
501014072,34.948573,-120.417642,5,Santa Barbara,US101-S,3,Mainline,S,2996
501014081,34.957195,-120.417646,5,Santa Barbara,US101-S,3,Mainline,S,2997
501014092,34.969822,-120.424474,5,Santa Barbara,US101-S,3,Mainline,S,2998
501014101,34.984503,-120.432903,5,Santa Barbara,US101-S,3,Mainline,S,2999
501015112,35.122217,-120.586822,5,San Luis Obispo,US101-S,2,Mainline,S,3000
501015123,35.123827,-120.59218,5,San Luis Obispo,US101-S,2,Mainline,S,3001
501015132,35.128203,-120.601411,5,San Luis Obispo,US101-S,2,Mainline,S,3002
501015143,35.13039,-120.608333,5,San Luis Obispo,US101-S,2,Mainline,S,3003
501015153,35.133413,-120.61628,5,San Luis Obispo,US101-S,2,Mainline,S,3004
501016013,35.136794,-120.624363,5,San Luis Obispo,US101-S,2,Mainline,S,3005
501016023,35.138331,-120.632049,5,San Luis Obispo,US101-S,2,Mainline,S,3006
501016031,35.14195,-120.639431,5,San Luis Obispo,US101-S,2,Mainline,S,3007
501016043,35.147275,-120.645623,5,San Luis Obispo,US101-S,2,Mainline,S,3008
501016053,35.151759,-120.657382,5,San Luis Obispo,US101-S,2,Mainline,S,3009
501016062,35.154187,-120.66268,5,San Luis Obispo,US101-S,2,Mainline,S,3010
501016071,35.163842,-120.686844,5,San Luis Obispo,US101-S,2,Mainline,S,3011
501016082,35.177564,-120.698173,5,San Luis Obispo,US101-S,3,Mainline,S,3012
501016091,35.191977,-120.70089,5,San Luis Obispo,US101-S,2,Mainline,S,3013
501016102,35.223555,-120.691712,5,San Luis Obispo,US101-S,2,Mainline,S,3014
501016113,35.231265,-120.690588,5,San Luis Obispo,US101-S,2,Mainline,S,3015
501016122,35.243957,-120.682724,5,San Luis Obispo,US101-S,2,Mainline,S,3016
501016132,35.250736,-120.678743,5,San Luis Obispo,US101-S,2,Mainline,S,3017
501016143,35.257767,-120.674537,5,San Luis Obispo,US101-S,2,Mainline,S,3018
501016152,35.265989,-120.673684,5,San Luis Obispo,US101-S,2,Mainline,S,3019
501017011,35.27331,-120.67192,5,San Luis Obispo,US101-S,2,Mainline,S,3020
501017022,35.283253,-120.667822,5,San Luis Obispo,US101-S,2,Mainline,S,3021
501017033,35.287613,-120.66262,5,San Luis Obispo,US101-S,2,Mainline,S,3022
501017042,35.29192,-120.655613,5,San Luis Obispo,US101-S,2,Mainline,S,3023
501017052,35.291923,-120.648894,5,San Luis Obispo,US101-S,2,Mainline,S,3024
501017062,35.295494,-120.633606,5,San Luis Obispo,US101-S,2,Mainline,S,3025
501017111,35.360159,-120.638023,5,San Luis Obispo,US101-S,2,Mainline,S,3026
501017123,35.369352,-120.641432,5,San Luis Obispo,US101-S,2,Mainline,S,3027
501017132,35.382007,-120.631555,5,San Luis Obispo,US101-S,2,Mainline,S,3028
501017142,35.396569,-120.622878,5,San Luis Obispo,US101-S,2,Mainline,S,3029
501017152,35.409815,-120.626213,5,San Luis Obispo,US101-S,2,Mainline,S,3030
501018012,35.427035,-120.633548,5,San Luis Obispo,US101-S,2,Mainline,S,3031
501018022,35.442822,-120.638327,5,San Luis Obispo,US101-S,2,Mainline,S,3032
501018032,35.45141,-120.640031,5,San Luis Obispo,US101-S,2,Mainline,S,3033
501018041,35.465102,-120.650837,5,San Luis Obispo,US101-S,2,Mainline,S,3034
501018052,35.475704,-120.658113,5,San Luis Obispo,US101-S,2,Mainline,S,3035
501018063,35.483377,-120.66249,5,San Luis Obispo,US101-S,2,Mainline,S,3036
501018073,35.487016,-120.66824,5,San Luis Obispo,US101-S,2,Mainline,S,3037
501019031,36.665262,-121.626362,5,Monterey,US101-S,2,Mainline,S,3038
501019091,36.739239,-121.658707,5,Monterey,US101-S,3,Mainline,S,3039
501019101,36.756482,-121.66499,5,Monterey,US101-S,2,Mainline,S,3040
501019152,36.818238,-121.633045,5,Monterey,US101-S,2,Mainline,S,3041
501020012,36.854374,-121.633571,5,Monterey,US101-S,2,Mainline,S,3042
